nombre_cliente,apellido_cliente,nombre_pais,nombre_subcategoria,descripcion_subcategoria,nombre_producto,fecha_fabricacion,descripcion_producto,fecha,cantidad_producto,precio_unitario,iva_cobrado,subtotal,total
Elijah,Morales,Unite Kingdom,Cepillo de raíz,se utilizan para limpiar la tierra de las raíces del bonsái,wild-bird,2020-07-13,Herramientas,2005-06-15,2,9.63,2.31,19.26,21.57
Elijah,Morales,Unite Kingdom,Kanuma,Es otro sustrato japonés que se utiliza comúnmente para bonsáis de coníferas. Está hecho de tierra volcánica ácida y es especialmente bueno para las plantas que requieren un pH bajo,black-star,2021-01-09,Sustrato,2005-06-15,1,6.04,0.72,6.04,6.76
Elijah,Morales,Unite Kingdom,Cincel de raíz,se utilizan para separar y cortar las raíces del bonsái,bitter-wave,2021-06-16,Herramientas,2005-06-15,2,9.63,2.31,19.26,21.57
Caleb,Bailey,Ecuador,Macetas de vidrio,son una opción menos común para los bonsáis. Permiten una visión completa de las raíces y pueden ser interesantes desde el punto de vista decorativo,muddy-star,2021-11-23,Macetas,2009-02-20,5,12.09,7.25,60.45,67.70
Andrew,Green,Unite Estates,Kanuma,Es otro sustrato japonés que se utiliza comúnmente para bonsáis de coníferas. Está hecho de tierra volcánica ácida y es especialmente bueno para las plantas que requieren un pH bajo,patient-dew,2021-04-21,Sustrato,2004-02-19,2,6.04,1.45,12.08,13.53
Andrew,Green,Unite Estates,Sierra,se utilizan para cortar ramas gruesas de un bonsái,autumn-meadow,2020-10-21,Herramientas,2004-02-19,5,9.63,5.78,48.15,53.93
Andrew,Green,Unite Estates,Alicate,se utilizan para ajustar y cortar el alambre que se usa para dar forma a un bonsái,purple-bush,2020-10-26,Herramientas,2004-02-19,4,9.63,4.62,38.52,43.14
Andrew,Green,Unite Estates,Akadama,Un sustrato japonés hecho de arcilla volcánica,white-fire,2020-10-27,Sustrato,2004-02-19,2,6.04,1.45,12.08,13.53
Andrew,Green,Unite Estates,Tijeras de defoliación,se utilizan para eliminar las hojas de un bonsái,billowing-darkness,2021-02-18,Herramientas,2004-02-19,5,9.63,5.78,48.15,53.93
Joshua,Morgan,Unite Kingdom,Akadama,Un sustrato japonés hecho de arcilla volcánica,spring-brook,2021-04-09,Sustrato,2018-10-12,5,6.04,3.62,30.20,33.82
Madison,Brown,Sweden,Macetas de madera,son una opción más rústica para los bonsáis. Están disponibles en diferentes tipos de madera,wandering-mountain,2021-02-16,Macetas,2013-06-04,5,12.09,7.25,60.45,67.70
Madison,Brown,Sweden,Macetas de cerámica,son las macetas más comunes para los bonsáis. Están disponibles en varios tamaños,frosty-field,1997-02-09,Macetas,2013-06-04,1,314.31,37.72,314.31,352.03
Madison,Brown,Sweden,Macetas de vidrio,son una opción menos común para los bonsáis. Permiten una visión completa de las raíces y pueden ser interesantes desde el punto de vista decorativo,dark-feather,2021-07-11,Macetas,2013-06-04,2,12.09,2.90,24.18,27.08
Mason,Bell,Sweden,Fukinagashi,"Se refiere a un bonsái con ramas que se inclinan en una dirección, como si estuvieran siendo sopladas por el viento.
",wispy-haze,1990-05-01,Bonsai,2016-04-25,2,386.85,92.84,773.70,866.54
Mason,Bell,Sweden,Cincel de raíz,se utilizan para separar y cortar las raíces del bonsái,muddy-butterfly,2020-09-07,Herramientas,2016-04-25,3,9.63,3.47,28.89,32.36
Leah,Henry,Ecuador,Akadama,Un sustrato japonés hecho de arcilla volcánica,proud-bush,2020-03-13,Sustrato,2005-08-25,2,6.04,1.45,12.08,13.53
Leah,Henry,Ecuador,Macetas de plástico,son una opción económica para los bonsáis. Son resistentes,misty-wave,2020-11-25,Macetas,2005-08-25,3,12.09,4.35,36.27,40.62
Leah,Henry,Ecuador,Tijeras de podar,Se utilizan para cortar ramas y hojas de un bonsái,ancient-bird,2020-10-01,Herramientas,2005-08-25,5,9.63,5.78,48.15,53.93
Leah,Henry,Ecuador,Cizallas de hoja larga,se utilizan para podar ramas más gruesas en un bonsái,polished-cloud,2020-05-06,Herramientas,2005-08-25,4,9.63,4.62,38.52,43.14
Avery,Jackson,Unite Estates,Macetas de cerámica,son las macetas más comunes para los bonsáis. Están disponibles en varios tamaños,dark-sky,1997-05-04,Macetas,2013-04-22,4,302.23,145.07,1208.92,1353.99
Nora,Morgan,Unite Kingdom,Macetas de arcilla,son macetas porosas que permiten una mejor circulación del aire y el agua. Sin embargo,dark-fire,2020-07-13,Macetas,2003-01-30,4,12.09,5.80,48.36,54.16
Nora,Morgan,Unite Kingdom,Macetas de plástico,son una opción económica para los bonsáis. Son resistentes,black-darkness,2020-08-21,Macetas,2003-01-30,5,12.09,7.25,60.45,67.70
Noah,Webb,Sweden,Pinzas de agarrar,se utilizan para trabajar en ramas pequeñas y ajustar el alambre,withered-meadow,2021-03-26,Herramientas,2012-03-16,1,9.63,1.16,9.63,10.79
Noah,Webb,Sweden,Macetas de metal,son una opción más moderna para los bonsáis. Están disponibles en diferentes acabados y pueden ser duraderas y resistentes a la intemperie. Sin embargo,muddy-glitter,2020-11-08,Macetas,2012-03-16,2,12.09,2.90,24.18,27.08
Luna,Brown,Unite Estates,Cepillo de raíz,se utilizan para limpiar la tierra de las raíces del bonsái,blue-grass,2021-11-03,Herramientas,2022-08-30,3,9.63,3.47,28.89,32.36
Benjamin,Sanchez,Sweden,Gancho de raíz,se utilizan para limpiar la tierra de las raíces del bonsái y ajustar el alambre,long-breeze,2021-08-05,Herramientas,2006-09-11,4,9.63,4.62,38.52,43.14
Benjamin,Sanchez,Sweden,Cincel de raíz,se utilizan para separar y cortar las raíces del bonsái,polished-lake,2020-10-05,Herramientas,2006-09-11,1,9.63,1.16,9.63,10.79
Benjamin,Sanchez,Sweden,Cizallas de yunque,se utilizan para cortar ramas y hojas de un bonsái con menos esfuerzo,cool-brook,2020-05-31,Herramientas,2006-09-11,5,9.63,5.78,48.15,53.93
Benjamin,Sanchez,Sweden,Tijeras de defoliación,se utilizan para eliminar las hojas de un bonsái,billowing-darkness,2021-02-18,Herramientas,2006-09-11,4,9.63,4.62,38.52,43.14
Jason,Martin,Ecuador,Tijeras de podar,Se utilizan para cortar ramas y hojas de un bonsái,withered-fog,2020-09-24,Herramientas,2008-03-07,4,9.63,4.62,38.52,43.14
Jason,Martin,Ecuador,Pinzas de agarrar,se utilizan para trabajar en ramas pequeñas y ajustar el alambre,rough-surf,2020-10-15,Herramientas,2008-03-07,5,9.63,5.78,48.15,53.93
Jason,Martin,Ecuador,Sierra,se utilizan para cortar ramas gruesas de un bonsái,falling-snow,2020-12-09,Herramientas,2008-03-07,4,9.63,4.62,38.52,43.14
Jason,Martin,Ecuador,Kanuma,Es otro sustrato japonés que se utiliza comúnmente para bonsáis de coníferas. Está hecho de tierra volcánica ácida y es especialmente bueno para las plantas que requieren un pH bajo,small-thunder,2021-09-21,Sustrato,2008-03-07,5,6.04,3.62,30.20,33.82
Ryan,Baker,Ecuador,Tijeras de defoliación,se utilizan para eliminar las hojas de un bonsái,rough-waterfall,2021-08-15,Herramientas,2021-01-21,3,9.63,3.47,28.89,32.36
Charlotte,Miller,Unite Kingdom,Gancho de raíz,se utilizan para limpiar la tierra de las raíces del bonsái y ajustar el alambre,late-voice,2020-05-03,Herramientas,2003-04-21,3,9.63,3.47,28.89,32.36
Charlotte,Miller,Unite Kingdom,Kanuma,Es otro sustrato japonés que se utiliza comúnmente para bonsáis de coníferas. Está hecho de tierra volcánica ácida y es especialmente bueno para las plantas que requieren un pH bajo,wild-feather,2021-01-06,Sustrato,2003-04-21,4,6.04,2.90,24.16,27.06
Charlotte,Miller,Unite Kingdom,Cepillo de raíz,se utilizan para limpiar la tierra de las raíces del bonsái,lingering-voice,2020-04-27,Herramientas,2003-04-21,3,9.63,3.47,28.89,32.36
Charlotte,Miller,Unite Kingdom,Macetas de cerámica,son las macetas más comunes para los bonsáis. Están disponibles en varios tamaños,cool-star,1981-12-20,Macetas,2003-04-21,3,495.65,178.43,1486.95,1665.38
Charlotte,Miller,Unite Kingdom,Kanuma,Es otro sustrato japonés que se utiliza comúnmente para bonsáis de coníferas. Está hecho de tierra volcánica ácida y es especialmente bueno para las plantas que requieren un pH bajo,misty-tree,2021-03-09,Sustrato,2003-04-21,2,6.04,1.45,12.08,13.53
Hazel,Tucker,Ecuador,Pinzas de agarrar,se utilizan para trabajar en ramas pequeñas y ajustar el alambre,lingering-feather,2020-11-26,Herramientas,2019-12-22,2,9.63,2.31,19.26,21.57
Hazel,Tucker,Ecuador,Akadama,Un sustrato japonés hecho de arcilla volcánica,spring-flower,2020-07-28,Sustrato,2019-12-22,2,6.04,1.45,12.08,13.53
Hazel,Tucker,Ecuador,Macetas de vidrio,son una opción menos común para los bonsáis. Permiten una visión completa de las raíces y pueden ser interesantes desde el punto de vista decorativo,weathered-sun,2021-06-18,Macetas,2019-12-22,3,12.09,4.35,36.27,40.62
Emily,Stewart,Unite Estates,Pinzas de agarrar,se utilizan para trabajar en ramas pequeñas y ajustar el alambre,still-voice,2020-02-12,Herramientas,2016-11-20,4,9.63,4.62,38.52,43.14
Emily,Stewart,Unite Estates,Macetas de cerámica,son las macetas más comunes para los bonsáis. Están disponibles en varios tamaños,blue-river,1992-02-11,Macetas,2016-11-20,1,374.76,44.97,374.76,419.73
Emily,Stewart,Unite Estates,Moyogi,"Es el estilo más común de bonsái, caracterizado por un tronco recto y una corona simétrica.",floral-glade,2004-07-03,Bonsai,2016-11-20,2,217.60,52.22,435.20,487.42
Lucas,Reed,Sweden,Cincel de raíz,se utilizan para separar y cortar las raíces del bonsái,sparkling-star,2021-05-12,Herramientas,2003-11-22,3,9.63,3.47,28.89,32.36
Lucas,Reed,Sweden,Macetas de vidrio,son una opción menos común para los bonsáis. Permiten una visión completa de las raíces y pueden ser interesantes desde el punto de vista decorativo,shy-forest,2021-04-08,Macetas,2003-11-22,1,12.09,1.45,12.09,13.54
Lucas,Reed,Sweden,Cincel de raíz,se utilizan para separar y cortar las raíces del bonsái,wispy-lake,2021-08-01,Herramientas,2003-11-22,1,9.63,1.16,9.63,10.79
Lucas,Reed,Sweden,Cizallas de yunque,se utilizan para cortar ramas y hojas de un bonsái con menos esfuerzo,wild-snowflake,2021-02-14,Herramientas,2003-11-22,2,9.63,2.31,19.26,21.57
Hudson,Campbell,Unite Estates,Macetas de madera,son una opción más rústica para los bonsáis. Están disponibles en diferentes tipos de madera,winter-meadow,2020-08-04,Macetas,2003-05-20,5,12.09,7.25,60.45,67.70
Jaxon,Lewis,Unite Estates,Akadama,Un sustrato japonés hecho de arcilla volcánica,crimson-dew,2020-11-23,Sustrato,2017-11-25,3,6.04,2.17,18.12,20.29
Jaxon,Lewis,Unite Estates,Vermiculita,Es un sustrato similar a la perlita,wispy-violet,2020-09-14,Sustrato,2017-11-25,2,6.04,1.45,12.08,13.53
Jaxon,Lewis,Unite Estates,Akadama,Un sustrato japonés hecho de arcilla volcánica,twilight-water,2020-09-24,Sustrato,2017-11-25,1,6.04,0.72,6.04,6.76
Camila,Carter,Sweden,Macetas de madera,son una opción más rústica para los bonsáis. Están disponibles en diferentes tipos de madera,bitter-sunset,2020-05-31,Macetas,2021-11-30,4,12.09,5.80,48.36,54.16
Camila,Carter,Sweden,Tijeras de podar,Se utilizan para cortar ramas y hojas de un bonsái,lingering-sound,2020-10-24,Herramientas,2021-11-30,2,9.63,2.31,19.26,21.57
Camila,Carter,Sweden,Alicate,se utilizan para ajustar y cortar el alambre que se usa para dar forma a un bonsái,bitter-dew,2020-05-21,Herramientas,2021-11-30,3,9.63,3.47,28.89,32.36
Camila,Carter,Sweden,Kiryuzuna,También conocido como arena de río,hidden-shadow,2020-04-16,Sustrato,2021-11-30,5,6.04,3.62,30.20,33.82
Colton,Morales,Sweden,Sierra,se utilizan para cortar ramas gruesas de un bonsái,lingering-leaf,2021-05-05,Herramientas,2004-01-01,1,9.63,1.16,9.63,10.79
Colton,Morales,Sweden,Pinzas de agarrar,se utilizan para trabajar en ramas pequeñas y ajustar el alambre,still-voice,2020-02-12,Herramientas,2004-01-01,1,9.63,1.16,9.63,10.79
Colton,Morales,Sweden,Macetas de cerámica,son las macetas más comunes para los bonsáis. Están disponibles en varios tamaños,throbbing-glade,1989-08-26,Macetas,2004-01-01,5,398.94,239.36,1994.70,2234.06
Hudson,Stewart,Unite Kingdom,Akadama,Un sustrato japonés hecho de arcilla volcánica,dry-dew,2021-05-01,Sustrato,2019-08-14,4,6.04,2.90,24.16,27.06
Hudson,Stewart,Unite Kingdom,Cizallas de yunque,se utilizan para cortar ramas y hojas de un bonsái con menos esfuerzo,wandering-waterfall,2021-02-09,Herramientas,2019-08-14,5,9.63,5.78,48.15,53.93
Samuel,Gonzalez,Unite Estates,Cincel de raíz,se utilizan para separar y cortar las raíces del bonsái,twilight-star,2020-03-24,Herramientas,2013-12-14,4,9.63,4.62,38.52,43.14
Samuel,Gonzalez,Unite Estates,Macetas de metal,son una opción más moderna para los bonsáis. Están disponibles en diferentes acabados y pueden ser duraderas y resistentes a la intemperie. Sin embargo,wandering-smoke,2021-11-06,Macetas,2013-12-14,5,12.09,7.25,60.45,67.70
Benjamin,Nelson,Unite Kingdom,Alicate,se utilizan para ajustar y cortar el alambre que se usa para dar forma a un bonsái,purple-bush,2020-10-26,Herramientas,2017-08-29,2,9.63,2.31,19.26,21.57
Benjamin,Nelson,Unite Kingdom,Sphagnum moss,Es un tipo de musgo que se utiliza a menudo como sustrato para bonsáis. Tiene una capacidad de retención de agua muy alta y ayuda a mantener las raíces húmedas,hidden-lake,2021-12-02,Sustrato,2017-08-29,1,6.04,0.72,6.04,6.76
Benjamin,Nelson,Unite Kingdom,Macetas de vidrio,son una opción menos común para los bonsáis. Permiten una visión completa de las raíces y pueden ser interesantes desde el punto de vista decorativo,polished-thunder,2021-10-14,Macetas,2017-08-29,2,12.09,2.90,24.18,27.08
Benjamin,Nelson,Unite Kingdom,Macetas de cerámica,son las macetas más comunes para los bonsáis. Están disponibles en varios tamaños,bold-smoke,1986-08-21,Macetas,2017-08-29,3,435.20,156.67,1305.60,1462.27
Colton,Mitchell,Ecuador,Tierra para macetas,es un sustrato común que se puede utilizar para bonsáis. Es una mezcla de tierra,black-water,2020-09-03,Sustrato,2005-08-13,3,6.04,2.17,18.12,20.29
Colton,Mitchell,Ecuador,Pinzas de agarrar,se utilizan para trabajar en ramas pequeñas y ajustar el alambre,hidden-pine,2020-10-23,Herramientas,2005-08-13,3,9.63,3.47,28.89,32.36
Colton,Mitchell,Ecuador,Macetas de arcilla,son macetas porosas que permiten una mejor circulación del aire y el agua. Sin embargo,red-wood,2020-04-15,Macetas,2005-08-13,5,12.09,7.25,60.45,67.70
Isaac,Lee,Unite Estates,Cepillo de raíz,se utilizan para limpiar la tierra de las raíces del bonsái,cool-dream,2020-12-11,Herramientas,2012-03-04,2,9.63,2.31,19.26,21.57
Isaac,Lee,Unite Estates,Piedra pómez,Es un sustrato ligero que se utiliza para mejorar el drenaje en la base del bonsái. También puede ayudar a reducir la compactación del sustrato y mejorar la aireación de las raíces,bitter-sound,2020-10-12,Sustrato,2012-03-04,4,6.04,2.90,24.16,27.06
Isaac,Lee,Unite Estates,Tijeras de defoliación,se utilizan para eliminar las hojas de un bonsái,weathered-firefly,2020-11-27,Herramientas,2012-03-04,1,9.63,1.16,9.63,10.79
Isaac,Lee,Unite Estates,Gancho de raíz,se utilizan para limpiar la tierra de las raíces del bonsái y ajustar el alambre,cool-resonance,2021-01-11,Herramientas,2012-03-04,4,9.63,4.62,38.52,43.14
Autumn,Morris,Ecuador,Sierra,se utilizan para cortar ramas gruesas de un bonsái,silent-pine,2021-12-24,Herramientas,2012-11-20,2,9.63,2.31,19.26,21.57
Autumn,Morris,Ecuador,Pinzas de agarrar,se utilizan para trabajar en ramas pequeñas y ajustar el alambre,cold-shape,2021-04-25,Herramientas,2012-11-20,4,9.63,4.62,38.52,43.14
Riley,Boyd,Unite Kingdom,Cepillo de raíz,se utilizan para limpiar la tierra de las raíces del bonsái,blue-snowflake,2021-10-20,Herramientas,2008-09-24,1,9.63,1.16,9.63,10.79
Riley,Boyd,Unite Kingdom,Gancho de raíz,se utilizan para limpiar la tierra de las raíces del bonsái y ajustar el alambre,late-voice,2020-05-03,Herramientas,2008-09-24,4,9.63,4.62,38.52,43.14
Riley,Boyd,Unite Kingdom,Tijeras de podar,Se utilizan para cortar ramas y hojas de un bonsái,spring-field,2020-07-31,Herramientas,2008-09-24,1,9.63,1.16,9.63,10.79
Riley,Boyd,Unite Kingdom,Sphagnum moss,Es un tipo de musgo que se utiliza a menudo como sustrato para bonsáis. Tiene una capacidad de retención de agua muy alta y ayuda a mantener las raíces húmedas,icy-sun,2020-07-17,Sustrato,2008-09-24,2,6.04,1.45,12.08,13.53
Addison,Roberts,Colombia,Cincel de raíz,se utilizan para separar y cortar las raíces del bonsái,young-sun,2020-02-21,Herramientas,2022-05-09,2,9.63,2.31,19.26,21.57
Addison,Roberts,Colombia,Macetas de cerámica,son las macetas más comunes para los bonsáis. Están disponibles en varios tamaños,dry-bush,1995-06-30,Macetas,2022-05-09,2,326.40,78.34,652.80,731.14
Charlotte,Boyd,Unite Estates,Cincel de raíz,se utilizan para separar y cortar las raíces del bonsái,crimson-cherry,2020-09-23,Herramientas,2001-05-15,1,9.63,1.16,9.63,10.79
Charlotte,Boyd,Unite Estates,Pinzas de agarrar,se utilizan para trabajar en ramas pequeñas y ajustar el alambre,rough-surf,2020-10-15,Herramientas,2001-05-15,1,9.63,1.16,9.63,10.79
Charlotte,Boyd,Unite Estates,Macetas de vidrio,son una opción menos común para los bonsáis. Permiten una visión completa de las raíces y pueden ser interesantes desde el punto de vista decorativo,cool-glitter,2020-05-23,Macetas,2001-05-15,3,12.09,4.35,36.27,40.62
Asher,Williams,Unite Kingdom,Sierra,se utilizan para cortar ramas gruesas de un bonsái,withered-frost,2020-04-26,Herramientas,2021-08-01,4,9.63,4.62,38.52,43.14
Skylar,Green,Sweden,Macetas de plástico,son una opción económica para los bonsáis. Son resistentes,lingering-sun,2020-06-29,Macetas,2011-01-19,4,12.09,5.80,48.36,54.16
Zachary,Lewis,Colombia,Macetas de arcilla,son macetas porosas que permiten una mejor circulación del aire y el agua. Sin embargo,broken-sun,2020-02-03,Macetas,2006-03-19,5,12.09,7.25,60.45,67.70
Ryan,Bell,Unite Kingdom,Sphagnum moss,Es un tipo de musgo que se utiliza a menudo como sustrato para bonsáis. Tiene una capacidad de retención de agua muy alta y ayuda a mantener las raíces húmedas,snowy-rain,2020-04-23,Sustrato,2005-10-04,3,6.04,2.17,18.12,20.29
Benjamin,Roberts,Colombia,Neagari,Es un estilo de bonsái en el que el tronco está completamente expuesto en la superficie del suelo,withered-wildflower,2018-03-28,Bonsai,2009-11-06,1,60.45,7.25,60.45,67.70
Benjamin,Roberts,Colombia,Piedra pómez,Es un sustrato ligero que se utiliza para mejorar el drenaje en la base del bonsái. También puede ayudar a reducir la compactación del sustrato y mejorar la aireación de las raíces,lively-pond,2021-04-28,Sustrato,2009-11-06,3,6.04,2.17,18.12,20.29
Gemma,Bell,Sweden,Cincel de raíz,se utilizan para separar y cortar las raíces del bonsái,small-sea,2021-01-11,Herramientas,2009-09-22,5,9.63,5.78,48.15,53.93
Gemma,Bell,Sweden,Tijeras de podar,Se utilizan para cortar ramas y hojas de un bonsái,crimson-cherry,2021-06-30,Herramientas,2009-09-22,5,9.63,5.78,48.15,53.93
Gemma,Bell,Sweden,Tijeras de podar,Se utilizan para cortar ramas y hojas de un bonsái,holy-butterfly,2020-10-28,Herramientas,2009-09-22,1,9.63,1.16,9.63,10.79
Gemma,Bell,Sweden,Macetas de plástico,son una opción económica para los bonsáis. Son resistentes,wispy-frog,2020-03-29,Macetas,2009-09-22,3,12.09,4.35,36.27,40.62
Sebastian,Wells,Sweden,Gancho de raíz,se utilizan para limpiar la tierra de las raíces del bonsái y ajustar el alambre,holy-brook,2021-09-18,Herramientas,2001-07-10,2,9.63,2.31,19.26,21.57
Sebastian,Wells,Sweden,Macetas de metal,son una opción más moderna para los bonsáis. Están disponibles en diferentes acabados y pueden ser duraderas y resistentes a la intemperie. Sin embargo,white-rain,2020-04-25,Macetas,2001-07-10,2,12.09,2.90,24.18,27.08
Sebastian,Wells,Sweden,Cizallas de hoja larga,se utilizan para podar ramas más gruesas en un bonsái,black-haze,2021-07-28,Herramientas,2001-07-10,1,9.63,1.16,9.63,10.79
Sebastian,Wells,Sweden,Pinzas de agarrar,se utilizan para trabajar en ramas pequeñas y ajustar el alambre,young-frost,2021-08-21,Herramientas,2001-07-10,3,9.63,3.47,28.89,32.36
Ryan,Bell,Unite Kingdom,Perlita,Es un sustrato de origen volcánico muy ligero que se utiliza a menudo en mezclas de sustratos para bonsáis. Tiene una capacidad de retención de agua moderada y ayuda a mejorar la aireación del sustrato,withered-breeze,2020-07-22,Sustrato,2022-06-12,3,6.04,2.17,18.12,20.29
Ryan,Bell,Unite Kingdom,Cizallas de yunque,se utilizan para cortar ramas y hojas de un bonsái con menos esfuerzo,nameless-snowflake,2020-05-26,Herramientas,2022-06-12,1,9.63,1.16,9.63,10.79
Ryan,Bell,Unite Kingdom,Macetas de arcilla,son macetas porosas que permiten una mejor circulación del aire y el agua. Sin embargo,holy-frost,2021-04-16,Macetas,2022-06-12,5,12.09,7.25,60.45,67.70
Ryan,Bell,Unite Kingdom,Sphagnum moss,Es un tipo de musgo que se utiliza a menudo como sustrato para bonsáis. Tiene una capacidad de retención de agua muy alta y ayuda a mantener las raíces húmedas,little-sun,2020-09-21,Sustrato,2022-06-12,4,6.04,2.90,24.16,27.06
Ryan,Bell,Unite Kingdom,Tijeras de podar,Se utilizan para cortar ramas y hojas de un bonsái,lingering-breeze,2020-10-02,Herramientas,2022-06-12,4,9.63,4.62,38.52,43.14
Nicholas,Edwards,Unite Estates,Tijeras de podar,Se utilizan para cortar ramas y hojas de un bonsái,lingering-sound,2020-10-24,Herramientas,2020-05-23,1,9.63,1.16,9.63,10.79
Nicholas,Edwards,Unite Estates,Macetas de cerámica,son las macetas más comunes para los bonsáis. Están disponibles en varios tamaños,bold-feather,1988-11-24,Macetas,2020-05-23,1,411.03,49.32,411.03,460.35
Nicholas,Edwards,Unite Estates,Macetas de plástico,son una opción económica para los bonsáis. Son resistentes,withered-glitter,2020-02-06,Macetas,2020-05-23,4,12.09,5.80,48.36,54.16
Nicholas,Edwards,Unite Estates,Kanuma,Es otro sustrato japonés que se utiliza comúnmente para bonsáis de coníferas. Está hecho de tierra volcánica ácida y es especialmente bueno para las plantas que requieren un pH bajo,summer-resonance,2021-07-29,Sustrato,2020-05-23,1,6.04,0.72,6.04,6.76
Mia,Simpson,Ecuador,Han-Kengai,Este estilo de bonsái se caracteriza por el tronco inclinado hacia abajo,divine-river,2009-02-26,Bonsai,2005-02-22,4,169.25,81.24,677.00,758.24
Mia,Simpson,Ecuador,Piedra pómez,Es un sustrato ligero que se utiliza para mejorar el drenaje en la base del bonsái. También puede ayudar a reducir la compactación del sustrato y mejorar la aireación de las raíces,broken-feather,2021-04-17,Sustrato,2005-02-22,2,6.04,1.45,12.08,13.53
Mia,Simpson,Ecuador,Tierra para macetas,es un sustrato común que se puede utilizar para bonsáis. Es una mezcla de tierra,green-grass,2021-03-21,Sustrato,2005-02-22,1,6.04,0.72,6.04,6.76
Mia,Simpson,Ecuador,Pinzas de agarrar,se utilizan para trabajar en ramas pequeñas y ajustar el alambre,late-glitter,2021-07-27,Herramientas,2005-02-22,2,9.63,2.31,19.26,21.57
Lila,Miller,Ecuador,Kiryuzuna,También conocido como arena de río,polished-resonance,2020-11-20,Sustrato,2006-12-30,1,6.04,0.72,6.04,6.76
Lila,Miller,Ecuador,Macetas de metal,son una opción más moderna para los bonsáis. Están disponibles en diferentes acabados y pueden ser duraderas y resistentes a la intemperie. Sin embargo,withered-dream,2021-01-10,Macetas,2006-12-30,3,12.09,4.35,36.27,40.62
Daniel,Porter,Unite Kingdom,Sierra,se utilizan para cortar ramas gruesas de un bonsái,wild-voice,2020-10-08,Herramientas,2016-07-19,4,9.63,4.62,38.52,43.14
Daniel,Porter,Unite Kingdom,Macetas de arcilla,son macetas porosas que permiten una mejor circulación del aire y el agua. Sin embargo,red-wood,2020-04-15,Macetas,2016-07-19,2,12.09,2.90,24.18,27.08
Michael,Taylor,Unite Kingdom,Macetas de metal,son una opción más moderna para los bonsáis. Están disponibles en diferentes acabados y pueden ser duraderas y resistentes a la intemperie. Sin embargo,white-rain,2020-04-25,Macetas,2001-01-27,2,12.09,2.90,24.18,27.08
Michael,Taylor,Unite Kingdom,Cizallas de yunque,se utilizan para cortar ramas y hojas de un bonsái con menos esfuerzo,ancient-wood,2021-03-14,Herramientas,2001-01-27,4,9.63,4.62,38.52,43.14
Michael,Taylor,Unite Kingdom,Macetas de cerámica,son las macetas más comunes para los bonsáis. Están disponibles en varios tamaños,spring-cherry,1995-06-03,Macetas,2001-01-27,5,326.40,195.84,1632.00,1827.84
Michael,Taylor,Unite Kingdom,Tijeras de podar,Se utilizan para cortar ramas y hojas de un bonsái,cool-sea,2021-10-24,Herramientas,2001-01-27,4,9.63,4.62,38.52,43.14
Olivia,Perez,Colombia,Cincel de raíz,se utilizan para separar y cortar las raíces del bonsái,bitter-wave,2021-06-16,Herramientas,2001-07-29,3,9.63,3.47,28.89,32.36
Olivia,Perez,Colombia,Moyogi,"Es el estilo más común de bonsái, caracterizado por un tronco recto y una corona simétrica.",floral-glade,2004-07-03,Bonsai,2001-07-29,5,217.60,130.56,1088.00,1218.56
Olivia,Perez,Colombia,Cincel de raíz,se utilizan para separar y cortar las raíces del bonsái,old-moon,2020-09-29,Herramientas,2001-07-29,2,9.63,2.31,19.26,21.57
Olivia,Perez,Colombia,Neagari,Es un estilo de bonsái en el que el tronco está completamente expuesto en la superficie del suelo,bitter-silence,1993-08-26,Bonsai,2001-07-29,5,350.58,210.35,1752.90,1963.25
Olivia,Perez,Colombia,Macetas de plástico,son una opción económica para los bonsáis. Son resistentes,icy-leaf,2021-05-09,Macetas,2001-07-29,5,12.09,7.25,60.45,67.70
Nicholas,Reyes,Unite Kingdom,Pinzas de agarrar,se utilizan para trabajar en ramas pequeñas y ajustar el alambre,rough-snow,2021-02-24,Herramientas,2002-04-19,5,9.63,5.78,48.15,53.93
Nicholas,Reyes,Unite Kingdom,Macetas de vidrio,son una opción menos común para los bonsáis. Permiten una visión completa de las raíces y pueden ser interesantes desde el punto de vista decorativo,damp-hill,2020-06-29,Macetas,2002-04-19,1,12.09,1.45,12.09,13.54
Nicholas,Reyes,Unite Kingdom,Gancho de raíz,se utilizan para limpiar la tierra de las raíces del bonsái y ajustar el alambre,billowing-glitter,2021-01-10,Herramientas,2002-04-19,2,9.63,2.31,19.26,21.57
Nicholas,Reyes,Unite Kingdom,Tierra para macetas,es un sustrato común que se puede utilizar para bonsáis. Es una mezcla de tierra,delicate-mountain,2020-10-16,Sustrato,2002-04-19,5,6.04,3.62,30.20,33.82
Nicholas,Reyes,Unite Kingdom,Pinzas de agarrar,se utilizan para trabajar en ramas pequeñas y ajustar el alambre,proud-mountain,2021-02-14,Herramientas,2002-04-19,1,9.63,1.16,9.63,10.79
